emp_no,salary,from_date,to_date
10064,68139,2009-04-05,2010-04-04
10064,70618,2010-04-05,2011-04-04
10064,74342,2011-04-05,2012-04-04
10064,78699,2012-04-05,2013-04-04
10064,83133,2013-04-05,2014-04-04
10064,85665,2014-04-05,2015-04-04
10064,89749,2015-04-05,2016-04-04
10064,93376,2016-04-05,2016-05-28
10065,78963,2006-09-28,2007-09-27
10065,80187,2007-09-28,2008-09-27
10065,82138,2008-09-28,2009-09-27
10065,85669,2009-09-28,2010-09-27
10065,90546,2010-09-28,2011-09-27
10065,94640,2011-09-28,2012-09-27
10065,98326,2012-09-28,2013-09-27
10065,103436,2013-09-28,2014-09-27
10065,106588,2014-09-28,2015-09-27
10065,111932,2015-09-28,2016-09-27
10065,114806,2016-09-28,2017-09-27
10065,119779,2017-09-28,9999-01-01
10066,60239,2014-01-13,2015-01-12
10066,63052,2015-01-13,2016-01-12
10066,64833,2016-01-13,2017-01-12
10066,68082,2017-01-13,2018-01-12
10066,69161,2018-01-13,2019-01-12
10066,70864,2019-01-13,2020-01-12
10066,74015,2020-01-13,2021-01-12
10066,76715,2021-01-13,2022-01-12
10066,80550,2022-01-13,2023-01-12
10066,84169,2023-01-13,9999-01-01
10067,70045,2000-11-28,2001-11-27
10067,72324,2001-11-28,2002-11-27
10067,75474,2002-11-28,2003-11-27
10067,78986,2003-11-28,2004-11-27
10067,83178,2004-11-28,2005-11-27
10067,84551,2005-11-28,2006-11-27
10067,87843,2006-11-28,2007-11-27
10067,89927,2007-11-28,2008-11-27
10067,92686,2008-11-28,2009-11-27
10067,94878,2009-11-28,2010-11-27
10067,100263,2010-11-28,2011-11-27
10067,104884,2011-11-28,9999-01-01
10068,55253,1993-06-26,1994-06-25
10068,56492,1994-06-26,1995-06-25
10068,59180,1995-06-26,1996-06-25
10068,61131,1996-06-26,1997-06-25
10068,63091,1997-06-26,1998-06-25
10068,66713,1998-06-26,1999-06-25
10068,70373,1999-06-26,2000-06-25
10068,73607,2000-06-26,2001-06-25
10068,74964,2001-06-26,2002-06-25
10068,77318,2002-06-26,2003-06-25
10068,79722,2003-06-26,2004-06-25
10068,81987,2004-06-26,2005-06-25
10069,59843,1997-05-07,1998-05-06
10069,62069,1998-05-07,1999-05-06
10069,65330,1999-05-07,2000-05-06
10069,68936,2000-05-07,2001-05-06
10069,72881,2001-05-07,2002-05-06
10069,74364,2002-05-07,2003-05-06
10069,75690,2003-05-07,2004-05-06
10069,77784,2004-05-07,2005-05-06
10069,79002,2005-05-07,2006-05-06
10069,80371,2006-05-07,2007-05-06
10069,83751,2007-05-07,2008-05-06
10069,88333,2008-05-07,9999-01-01
10070,73597,2012-09-08,2013-09-07
10070,77165,2013-09-08,2014-09-07
10070,79020,2014-09-08,2015-09-07
10070,81576,2015-09-08,2016-09-07
10070,86051,2016-09-08,2017-09-07
10070,89543,2017-09-08,2018-09-07
10070,91628,2018-09-08,2019-09-07
10070,94580,2019-09-08,2020-09-07
10070,98715,2020-09-08,2021-09-07
10070,103838,2021-09-08,2022-09-07
10070,106122,2022-09-08,2023-09-07
10070,111934,2023-09-08,9999-01-01
10071,64370,2003-08-05,2004-08-04
10071,68154,2004-08-05,2005-08-04
10071,70152,2005-08-05,2006-08-04
10071,71298,2006-08-05,2007-08-04
10071,74678,2007-08-05,2008-08-04
10071,76809,2008-08-05,2009-08-04
10071,80275,2009-08-05,2010-08-04
10071,84140,2010-08-05,2011-08-04
10071,87776,2011-08-05,2012-08-04
10071,91960,2012-08-05,2013-08-04
10071,95637,2013-08-05,2014-08-04
10071,97765,2014-08-05,9999-01-01
10072,67276,1992-02-17,1993-02-16
10072,69048,1993-02-17,1994-02-16
10072,72473,1994-02-17,1995-02-16
10072,76227,1995-02-17,1996-02-16
10072,78690,1996-02-17,1997-02-16
10072,81838,1997-02-17,1998-02-16
10072,85684,1998-02-17,1999-02-16
10072,90585,1999-02-17,2000-02-16
10072,93681,2000-02-17,2001-02-16
10072,96991,2001-02-17,2002-02-16
10072,102541,2002-02-17,2003-02-16
10072,107536,2003-02-17,9999-01-01
10073,59411,2013-09-29,2014-09-28
10073,60716,2014-09-29,2015-09-28
10073,61631,2015-09-29,2016-09-28
10073,63772,2016-09-29,2017-09-28
10073,67416,2017-09-29,2018-09-28
10073,69571,2018-09-29,2019-09-28
10073,71352,2019-09-29,2020-09-28
10073,74920,2020-09-29,2021-09-28
10073,76468,2021-09-29,2022-09-28
10073,80127,2022-09-29,2023-09-28
10073,84684,2023-09-29,9999-01-01
10074,53478,1995-06-24,1996-06-23
10074,54364,1996-06-24,1997-06-23
10074,57377,1997-06-24,1998-06-23
10074,59815,1998-06-24,1999-06-23
10074,63381,1999-06-24,2000-06-23
10074,65176,2000-06-24,2001-06-23
10074,66982,2001-06-24,2002-06-23
10074,68747,2002-06-24,2003-06-23
10074,72657,2003-06-24,2004-06-23
10074,74552,2004-06-24,2005-06-23
10074,77344,2005-06-24,2006-06-23
10074,81876,2006-06-24,2007-06-23
10075,62823,2001-11-26,2002-11-25
10075,64924,2002-11-26,2003-11-25
10075,66688,2003-11-26,2004-11-25
10075,69805,2004-11-26,2005-11-25
10075,73889,2005-11-26,2006-11-25
10075,75244,2006-11-26,2007-11-25
10075,79627,2007-11-26,2008-11-25
10075,81937,2008-11-26,2009-11-25
10075,84087,2009-11-26,2010-11-25
10075,86356,2010-11-26,2011-11-25
10075,90226,2011-11-26,2012-11-25
10075,93614,2012-11-26,9999-01-01
10076,53083,1996-08-30,1997-08-29
10076,55519,1997-08-30,1998-08-29
10076,56614,1998-08-30,1999-08-29
10076,59928,1999-08-30,2000-08-29
10076,62865,2000-08-30,2001-08-29
10076,64772,2001-08-30,2002-08-29
10076,66983,2002-08-30,2003-08-29
10076,70251,2003-08-30,2004-08-29
10076,73273,2004-08-30,2005-08-29
10076,75837,2005-08-30,2006-08-29
10076,78109,2006-08-30,2007-08-29
10076,79864,2007-08-30,9999-01-01
10077,76953,2005-02-22,2006-02-21
10077,80297,2006-02-22,2007-02-21
10077,82750,2007-02-22,2008-02-21
10077,84878,2008-02-22,2009-02-21
10077,86998,2009-02-22,2010-02-21
10077,91801,2010-02-22,2011-02-21
10077,93205,2011-02-22,2011-06-16
10078,51554,2003-02-24,2004-02-23
10078,53444,2004-02-24,2005-02-23
10078,54929,2005-02-24,2006-02-23
10078,56632,2006-02-24,2007-02-23
10078,58550,2007-02-24,2008-02-23
10078,61441,2008-02-24,2009-02-23
10078,65013,2009-02-24,2010-02-23
10078,66859,2010-02-24,2011-02-23
10078,70469,2011-02-24,2012-02-23
10078,73756,2012-02-24,2013-02-23
10078,77690,2013-02-24,2014-02-23
10078,79960,2014-02-24,9999-01-01
10079,51982,2011-01-04,2012-01-03
10079,54153,2012-01-04,2013-01-03
10079,56679,2013-01-04,2014-01-03
10079,59902,2014-01-04,2015-01-03
10079,62265,2015-01-04,2016-01-03
10079,65076,2016-01-04,2017-01-03
10079,67308,2017-01-04,2018-01-03
10079,71279,2018-01-04,2019-01-03
10079,73100,2019-01-04,2020-01-03
10079,74780,2020-01-04,2021-01-03
10079,77471,2021-01-04,2022-01-03
10079,81809,2022-01-04,9999-01-01
10080,66486,2012-01-07,2013-01-06
10080,67843,2013-01-07,2014-01-06
10080,69205,2014-01-07,2015-01-06
10080,73156,2015-01-07,2016-01-06
10080,77022,2016-01-07,2017-01-06
10080,80910,2017-01-07,2018-01-06
10080,84907,2018-01-07,2019-01-06
10080,86458,2019-01-07,2020-01-06
10080,89658,2020-01-07,2021-01-06
10080,92824,2021-01-07,2022-01-06
10080,96946,2022-01-07,2023-01-06
10080,100233,2023-01-07,9999-01-01
10081,54588,1995-04-23,1996-04-22
10081,57831,1996-04-23,1997-04-22
10081,60706,1997-04-23,1998-04-22
10081,62157,1998-04-23,1999-04-22
10081,63338,1999-04-23,2000-04-22
10081,66597,2000-04-23,2001-04-22
10081,69092,2001-04-23,2002-04-22
10081,70450,2002-04-23,2003-04-22
10081,74375,2003-04-23,2004-04-22
10081,76288,2004-04-23,2005-04-22
10081,80613,2005-04-23,2006-04-22
10081,83290,2006-04-23,9999-01-01
10082,67461,2007-09-09,2008-09-08
10082,70035,2008-09-09,2009-09-08
10082,72752,2009-09-09,2010-09-08
10082,76611,2010-09-09,2011-09-08
10082,80786,2011-09-09,2012-09-08
10082,84034,2012-09-09,2013-09-08
10082,87659,2013-09-09,2014-09-08
10082,90152,2014-09-09,2015-09-08
10082,92310,2015-09-09,2016-09-08
10082,94035,2016-09-09,2017-09-08
10082,95942,2017-09-09,2018-09-08
10082,101282,2018-09-09,2019-09-08
10083,48742,2012-11-11,2013-11-10
10083,50564,2013-11-11,2014-11-10
10083,52740,2014-11-11,2015-11-10
10083,53830,2015-11-11,2016-11-10
10083,54920,2016-11-11,2017-11-10
10083,56477,2017-11-11,2018-11-10
10083,57682,2018-11-11,2019-11-10
10083,60221,2019-11-11,2020-11-10
10083,63400,2020-11-11,2021-11-10
10083,65532,2021-11-11,2022-11-10
10083,69152,2022-11-11,2023-11-10
10083,73170,2023-11-11,9999-01-01
10084,77050,1996-12-17,1997-12-16
10084,78594,1997-12-17,1998-12-16
10084,83174,1998-12-17,1999-12-16
10084,87117,1999-12-17,2000-12-16
10084,89924,2000-12-17,2001-12-16
10084,92249,2001-12-17,2002-12-16
10084,93752,2002-12-17,2003-12-16
10084,96412,2003-12-17,2004-12-16
10084,101302,2004-12-17,2005-12-16
10084,104962,2005-12-17,2006-12-16
10084,109243,2006-12-17,2007-12-16
10084,115559,2007-12-17,2008-12-16
10085,55959,2005-03-30,2006-03-29
10085,57230,2006-03-30,2007-03-29
10085,58999,2007-03-30,2008-03-29
10085,61290,2008-03-30,2009-03-29
10085,62328,2009-03-30,2010-03-29
10085,64234,2010-03-30,2011-03-29
10085,65949,2011-03-30,2012-03-29
10085,68775,2012-03-30,2013-03-29
10085,70212,2013-03-30,2014-03-29
10085,71815,2014-03-30,2015-03-29
10085,73029,2015-03-30,2016-03-29
10085,74554,2016-03-30,9999-01-01
10086,57818,1990-06-05,1991-06-04
10086,61071,1991-06-05,1992-06-04
10086,63534,1992-06-05,1993-06-04
10086,66756,1993-06-05,1994-06-04
10086,69069,1994-06-05,1995-06-04
10086,70954,1995-06-05,1996-06-04
10086,74120,1996-06-05,1997-06-04
10086,75880,1997-06-05,1998-06-04
10086,78488,1998-06-05,1999-06-04
10086,82733,1999-06-05,2000-06-04
10086,84667,2000-06-05,2001-06-04
10086,88548,2001-06-05,9999-01-01
10087,86945,2006-12-07,2007-12-06
10087,91650,2007-12-07,2008-12-06
10087,93941,2008-12-07,2009-12-06
10087,99212,2009-12-07,2010-12-06
10087,102448,2010-12-07,2011-12-06
10087,105442,2011-12-07,2012-12-06
10087,108100,2012-12-07,2013-12-06
10087,114468,2013-12-07,2014-12-06
10087,116821,2014-12-07,2015-12-06
10087,120967,2015-12-07,2016-07-03
10088,69374,1999-10-21,2000-10-20
10088,73359,2000-10-21,2001-10-20
10088,74478,2001-10-21,2002-10-20
10088,77752,2002-10-21,2003-10-20
10088,79342,2003-10-21,2004-10-20
10088,81357,2004-10-21,2005-10-20
10088,85313,2005-10-21,2006-10-20
10088,87304,2006-10-21,2007-10-20
10088,88791,2007-10-21,2008-10-20
10088,93677,2008-10-21,2009-10-20
10088,97472,2009-10-21,2010-10-20
10088,99171,2010-10-21,9999-01-01
10089,72254,2002-01-07,2003-01-06
10089,74470,2003-01-07,2004-01-06
10089,77099,2004-01-07,2005-01-06
10089,80648,2005-01-07,2006-01-06
10089,85107,2006-01-07,2007-01-06
10089,86624,2007-01-07,2008-01-06
10089,91630,2008-01-07,2009-01-06
10089,94796,2009-01-07,2010-01-06
10089,98643,2010-01-07,2011-01-06
10089,101291,2011-01-07,2012-01-06
10089,106404,2012-01-07,2013-01-06
10089,110356,2013-01-07,9999-01-01
10090,61545,2002-11-13,2003-11-12
10090,63389,2003-11-13,2004-11-12
10090,65171,2004-11-13,2005-11-12
10090,67298,2005-11-13,2006-11-12
10090,70196,2006-11-13,2007-11-12
10090,72606,2007-11-13,2008-11-12
10090,75989,2008-11-13,2009-11-12
10090,79561,2009-11-13,2010-11-12
10090,82658,2010-11-13,2011-11-12
10090,84729,2011-11-13,2012-11-12
10090,89248,2012-11-13,2013-11-12
10090,91613,2013-11-13,9999-01-01
10091,65018,2008-11-13,2009-11-12
10091,68625,2009-11-13,2010-11-12
10091,70586,2010-11-13,2011-11-12
10091,71858,2011-11-13,2012-11-12
10091,75693,2012-11-13,2013-11-12
10091,77595,2013-11-13,2014-11-12
10091,79414,2014-11-13,2015-11-12
10091,83306,2015-11-13,2016-11-12
10091,87929,2016-11-13,2017-11-12
10091,90211,2017-11-13,2018-11-12
10091,92006,2018-11-13,2019-11-12
10091,94596,2019-11-13,9999-01-01
10092,62041,2001-03-05,2002-03-04
10092,65353,2002-03-05,2003-03-04
10092,68026,2003-03-05,2004-03-04
10092,70792,2004-03-05,2005-03-04
10092,73094,2005-03-05,2006-03-04
10092,76937,2006-03-05,2007-03-04
10092,81456,2007-03-05,2007-09-02
10093,64256,2014-10-29,2015-10-28
10093,67596,2015-10-29,2016-10-28
10093,70599,2016-10-29,2017-10-28
10093,72682,2017-10-29,2018-10-28
10093,75595,2018-10-29,2019-10-28
10093,79816,2019-10-29,2020-10-28
10093,83435,2020-10-29,2021-10-28
10093,86457,2021-10-29,2022-10-28
10093,88912,2022-10-29,2023-10-28
10093,92120,2023-10-29,9999-01-01
10094,64747,2008-12-06,2009-12-05
10094,67182,2009-12-06,2010-12-05
10094,68955,2010-12-06,2011-12-05
10094,70021,2011-12-06,2012-12-05
10094,73546,2012-12-06,2013-12-05
10094,76085,2013-12-06,2014-12-05
10094,78028,2014-12-06,2015-12-05
10094,81622,2015-12-06,2016-12-05
10094,86450,2016-12-06,2017-04-06
10095,58662,1996-05-20,1997-05-19
10095,61349,1997-05-20,1998-02-04
10096,43146,1998-11-05,1999-11-04
10096,44321,1999-11-05,2000-11-04
10096,46104,2000-11-05,2001-11-04
10096,47669,2001-11-05,2002-11-04
10096,49503,2002-11-05,2003-11-04
10096,52197,2003-11-05,2004-11-04
10096,53244,2004-11-05,2005-11-04
10096,55003,2005-11-05,2006-11-04
10096,56972,2006-11-05,2007-11-04
10096,58330,2007-11-05,2008-11-04
10096,61396,2008-11-05,2009-11-04
10096,64414,2009-11-05,9999-01-01
10097,74745,2011-07-14,2012-07-13
10097,77163,2012-07-14,2013-07-13
10097,80062,2013-07-14,2014-07-13
10097,82919,2014-07-14,2015-07-13
10097,86328,2015-07-14,2016-07-13
10097,90528,2016-07-14,2017-07-13
10097,94599,2017-07-14,2018-07-13
10097,98247,2018-07-14,2019-07-13
10097,100885,2019-07-14,2020-07-13
10097,105213,2020-07-14,2021-07-13
10097,110240,2021-07-14,2022-07-13
10097,112164,2022-07-14,9999-01-01
10098,48797,2000-10-02,2001-10-01
10098,50339,2001-10-02,2002-10-01
10098,51469,2002-10-02,2003-10-01
10098,54397,2003-10-02,2004-10-01
10098,56269,2004-10-02,2005-10-01
10098,59535,2005-10-02,2006-10-01
10098,62538,2006-10-02,2007-10-01
10098,64682,2007-10-02,2008-10-01
10098,65825,2008-10-02,2009-10-01
10098,68839,2009-10-02,2010-10-01
10098,70145,2010-10-02,2011-10-01
10098,73492,2011-10-02,2012-10-01
10099,42773,1994-03-08,1995-03-07
10099,44271,1995-03-08,1996-03-07
10099,46828,1996-03-08,1997-03-07
10099,48883,1997-03-08,1998-03-07
10099,51803,1998-03-08,1999-03-07
10099,52767,1999-03-08,2000-03-07
10099,54281,2000-03-08,2001-03-07
10099,57085,2001-03-08,2002-03-07
10099,60443,2002-03-08,2003-03-07
10099,62643,2003-03-08,2004-03-07
10099,65234,2004-03-08,2005-03-07
10099,68744,2005-03-08,9999-01-01
10100,55393,2009-08-13,2010-08-12
10100,58524,2010-08-13,2011-08-12
10100,62003,2011-08-13,2012-08-12
10100,63251,2012-08-13,2013-08-12
10100,64393,2013-08-13,2014-08-12
10100,67241,2014-08-13,2015-08-12
10100,68630,2015-08-13,2016-08-12
10100,70030,2016-08-13,2017-08-12
10100,71492,2017-08-13,2018-08-12
10100,73918,2018-08-13,2019-08-12
10100,76042,2019-08-13,2020-08-12
10100,78912,2020-08-13,9999-01-01
10101,71491,2003-03-09,2004-03-08
10101,75754,2004-03-09,2005-03-08
10101,78919,2005-03-09,2006-03-08
10101,83381,2006-03-09,2007-03-08
10101,86657,2007-03-09,2008-03-08
10101,90369,2008-03-09,2009-03-08
10101,94108,2009-03-09,2010-03-08
10101,98756,2010-03-09,2011-03-08
10101,100476,2011-03-09,2012-03-08
10101,105227,2012-03-09,2013-03-08
10101,110470,2013-03-09,2014-03-08
10101,112332,2014-03-09,9999-01-01
10102,65226,2014-03-30,2015-03-29
10102,68931,2015-03-30,2016-03-29
10102,71722,2016-03-30,2017-03-29
10102,74320,2017-03-30,2018-03-29
10102,76865,2018-03-30,2019-03-29
10102,79780,2019-03-30,2020-03-29
10102,81710,2020-03-30,2021-03-29
10102,83802,2021-03-30,2022-03-29
10102,85505,2022-03-30,2023-03-29
10102,89793,2023-03-30,9999-01-01
10103,58507,2010-12-02,2011-12-01
10103,59726,2011-12-02,2012-12-01
10103,61460,2012-12-02,2013-12-01
10103,62912,2013-12-02,2014-12-01
10103,64594,2014-12-02,2015-12-01
10103,68124,2015-12-02,2016-12-01
10103,69301,2016-12-02,2017-12-01
10103,71367,2017-12-02,2018-12-01
10103,73921,2018-12-02,2019-12-01
10103,75847,2019-12-02,2020-12-01
10103,77701,2020-12-02,2021-12-01
10103,80824,2021-12-02,9999-01-01
10104,53257,1998-01-18,1999-01-17
10104,56007,1999-01-18,2000-01-17
10104,59235,2000-01-18,2001-01-17
10104,62728,2001-01-18,2002-01-17
10104,65772,2002-01-18,2003-01-17
10104,67415,2003-01-18,2004-01-17
10104,71307,2004-01-18,2005-01-17
10104,74651,2005-01-18,2006-01-17
10104,78425,2006-01-18,2007-01-17
10104,80997,2007-01-18,2008-01-17
10104,84392,2008-01-18,2008-05-12
10105,64356,1993-10-08,1994-10-07
10105,67484,1994-10-08,1995-10-07
10105,68964,1995-10-08,1996-10-07
10105,72327,1996-10-08,1997-10-07
10105,75379,1997-10-08,1998-10-07
10105,79291,1998-10-08,1999-10-07
10105,80513,1999-10-08,2000-10-07
10105,83752,2000-10-08,2001-10-07
10105,87328,2001-10-08,2002-10-07
10105,92048,2002-10-08,2003-10-07
10105,94400,2003-10-08,2004-10-07
10105,98831,2004-10-08,9999-01-01
10106,72789,1990-12-11,1991-12-10
10106,76338,1991-12-11,1992-09-21
10107,73558,2010-04-17,2011-04-16
10107,76698,2011-04-17,2012-04-16
10107,78056,2012-04-17,2013-04-16
10107,82667,2013-04-17,2014-04-16
10107,87610,2014-04-17,2015-04-16
10107,90827,2015-04-17,2016-04-16
10107,94727,2016-04-17,2017-04-16
10107,97677,2017-04-17,2018-04-16
10107,102305,2018-04-17,2019-04-16
10107,107555,2019-04-17,2020-04-16
10107,113200,2020-04-17,2021-04-16
10107,118340,2021-04-17,9999-01-01
10108,59304,2010-05-04,2011-05-03
10108,60458,2011-05-04,2012-05-03
10108,62137,2012-05-04,2013-05-03
10108,65402,2013-05-04,2014-05-03
10108,68541,2014-05-04,2015-05-03
10108,71287,2015-05-04,2016-05-03
10108,72370,2016-05-04,2017-05-03
10108,75061,2017-05-04,2018-05-03
10108,78467,2018-05-04,2019-05-03
10108,80858,2019-05-04,2020-05-03
10108,85262,2020-05-04,2021-05-03
10108,89909,2021-05-04,9999-01-01
10109,43340,1998-06-30,1999-06-29
10109,44354,1999-06-30,2000-06-29
10109,45559,2000-06-30,2001-06-29
10109,47403,2001-06-30,2002-06-29
10109,49632,2002-06-30,2003-06-29
10109,52389,2003-06-30,2004-06-29
10109,53787,2004-06-30,2005-06-29
10109,56770,2005-06-30,2006-06-29
10109,58582,2006-06-30,2007-06-29
10109,61449,2007-06-30,2008-06-29
10109,63445,2008-06-30,2009-06-29
10109,66203,2009-06-30,9999-01-01
10110,55362,1994-01-04,1995-01-03
10110,56316,1995-01-04,1996-01-03
10110,58779,1996-01-04,1997-01-03
10110,60234,1997-01-04,1998-01-03
10110,63771,1998-01-04,1999-01-03
10110,66117,1999-01-04,2000-01-03
10110,67787,2000-01-04,2001-01-03
10110,71262,2001-01-04,2002-01-03
10110,74741,2002-01-04,2003-01-03
10110,77032,2003-01-04,2004-01-03
10110,80948,2004-01-04,2005-01-03
10110,84464,2005-01-04,9999-01-01
10111,52780,2000-01-30,2001-01-29
10111,54092,2001-01-30,2002-01-29
10111,55242,2002-01-30,2003-01-29
10111,57658,2003-01-30,2004-01-29
10111,59705,2004-01-30,2005-01-29
10111,61730,2005-01-30,2006-01-29
10111,63451,2006-01-30,2007-01-29
10111,65311,2007-01-30,2008-01-29
10111,69054,2008-01-30,2009-01-29
10111,71908,2009-01-30,2010-01-29
10111,73670,2010-01-30,2011-01-29
10111,76332,2011-01-30,9999-01-01
10112,79787,2005-02-23,2006-02-22
10112,83861,2006-02-23,2007-02-22
10112,87532,2007-02-23,2008-02-22
10112,89484,2008-02-23,2009-02-22
10112,94521,2009-02-23,2010-02-22
10112,96082,2010-02-23,2011-02-22
10112,98297,2011-02-23,2012-02-22
10112,103443,2012-02-23,2013-02-22
10112,106733,2013-02-23,2014-02-22
10112,111652,2014-02-23,2015-02-22
10112,115311,2015-02-23,2016-02-22
10112,121992,2016-02-23,9999-01-01
10113,68522,2013-08-06,2014-08-05
10113,71092,2014-08-06,2015-08-05
10113,72669,2015-08-06,2016-08-05
10113,74507,2016-08-06,2017-08-05
10113,75627,2017-08-06,2018-08-05
10113,79974,2018-08-06,2019-08-05
10113,82805,2019-08-06,2020-08-05
10113,86115,2020-08-06,2021-08-05
10113,89757,2021-08-06,2022-08-05
10113,91471,2022-08-06,2023-08-05
10113,95180,2023-08-06,9999-01-01
10114,54414,2010-11-18,2011-11-17
10114,57497,2011-11-18,2012-11-17
10114,59086,2012-11-18,2013-11-17
10114,62445,2013-11-18,2014-11-17
10114,66008,2014-11-18,2015-11-17
10114,67529,2015-11-18,2016-11-17
10114,70428,2016-11-18,2017-11-17
10114,74047,2017-11-18,2018-11-17
10114,77920,2018-11-18,2019-11-17
10114,81938,2019-11-18,2020-11-17
10114,85580,2020-11-18,2021-11-17
10114,88628,2021-11-18,9999-01-01
10115,80065,1990-09-23,1991-09-22
10115,81919,1991-09-23,1992-09-22
10115,84084,1992-09-23,1993-09-22
10115,85764,1993-09-23,1994-09-22
10115,88408,1994-09-23,1995-09-22
10115,92392,1995-09-23,1996-09-22
10115,95317,1996-09-23,1997-09-22
10115,99264,1997-09-23,1998-09-22
10115,101440,1998-09-23,1999-09-22
10115,103666,1999-09-23,2000-09-22
10115,108472,2000-09-23,2001-09-22
10115,111917,2001-09-23,9999-01-01
10116,81592,2001-12-16,2002-12-15
10116,85229,2002-12-16,2003-12-15
10116,89238,2003-12-16,2004-12-15
10116,91769,2004-12-16,2005-12-15
10116,93950,2005-12-16,2006-12-15
10116,99121,2006-12-16,2007-12-15
10116,104221,2007-12-16,2008-12-15
10116,109590,2008-12-16,2009-12-15
10116,116080,2009-12-16,2010-12-15
10116,120097,2010-12-16,2011-12-15
10116,122505,2011-12-16,2012-12-15
10116,124641,2012-12-16,9999-01-01
10117,61371,1994-07-01,1995-06-30
10117,64045,1995-07-01,1996-06-30
10117,67218,1996-07-01,1997-06-30
10117,71197,1997-07-01,1998-06-30
10117,72512,1998-07-01,1999-06-30
10117,76654,1999-07-01,2000-06-30
10117,78203,2000-07-01,2001-06-30
10117,81114,2001-07-01,2002-06-30
10117,85596,2002-07-01,2002-08-22
10118,60070,1990-03-21,1991-03-20
10118,61741,1991-03-21,1992-03-20
10118,64000,1992-03-21,1993-03-20
10118,65621,1993-03-21,1994-03-20
10118,68112,1994-03-21,1995-03-20
10118,70915,1995-03-21,1996-03-20
10118,74267,1996-03-21,1997-03-20
10118,77928,1997-03-21,1998-03-20
10118,82501,1998-03-21,1999-03-20
10118,83820,1999-03-21,2000-03-20
10118,85826,2000-03-21,2001-03-20
10118,89795,2001-03-21,9999-01-01
10119,66104,1990-01-14,1991-01-13
10119,68824,1991-01-14,1992-01-13
10119,70373,1992-01-14,1993-01-13
10119,73181,1993-01-14,1994-01-13
10119,76216,1994-01-14,1995-01-13
10119,78808,1995-01-14,1996-01-13
10119,81483,1996-01-14,1997-01-13
10119,85304,1997-01-14,1998-01-13
10119,88488,1998-01-14,1999-01-13
10119,93630,1999-01-14,2000-01-13
10119,95443,2000-01-14,2001-01-13
10119,100333,2001-01-14,9999-01-01
10120,48985,2004-11-04,2005-11-03
